,Building ID,total_mrr,netx_mrc,Market,Street Address,City,State,Postal Code,Latitude,Longitude,On Zayo Network Status,Net Classification,Type,Network Proximity, Estimated Build Cost ,est_cost,b_id
862,Bldg-132316,222.83,0.0,Denver,7995 E Prentice Ave,Englewood,CO,80111,39.6210456,-104.89612360000001,On Zayo Network,Fiber Only,Office - Multi Tenant,235.96," $23,018.20 ",23018.2,Bldg-132316
863,Bldg-132327,223.6,0.0,Dallas,9301 N Central Expy Tower 1,Dallas,TX,75231,32.875237,-96.7713375,On Zayo Network,Fiber Only,Hospital,149.71," $20,982.60 ",20982.6,Bldg-132327
864,Bldg-132328,225.62,0.0,Dallas,8215 Westchester Dr,Dallas,TX,75225,32.862859,-96.80704399999999,On Zayo Network,Fiber Only,Clinic,449.79," $38,987.40 ",38987.4,Bldg-132328
865,Bldg-132336,221.6,0.0,Dallas,3100 McKinnon St,Dallas,TX,75201,32.7984291,-96.8114918,On Zayo Network,Fiber Only,Office - Multi Tenant,823.28," $32,582.00 ",32582.0,Bldg-132336
866,Bldg-132347,222.77,0.0,Atlanta,219 Roswell St,Alpharetta,GA,30009,34.0702099,-84.3009733,On Zayo Network,Fiber Only,Office - Multi Tenant,713.4," $27,121.60 ",27121.6,Bldg-132347
867,Bldg-132390,220.74,0.0,Atlanta,3840 Peachtree Industrial Blvd,Duluth,GA,30096,33.9894834,-84.1691566,On Zayo Network,Fiber Only,Clinic,165.03," $14,950.90 ",14950.9,Bldg-132390
868,Bldg-132395,127.15,0.0,Atlanta,105 Satellite Blvd,Suwanee,GA,30024,34.038633000000004,-84.058825,On Zayo Network,Fiber Only,Office - Multi Tenant,211.16," $16,334.80 ",16334.8,Bldg-132395
869,Bldg-132405,224.39,0.0,Atlanta,1770 Breckinridge Pkwy,Duluth,GA,30096,33.959291,-84.106313,On Zayo Network,Fiber Only,Office - Multi Tenant,380.31," $21,409.30 ",21409.3,Bldg-132405
870,Bldg-132408,0.0,0.0,Atlanta,1725 Windward Concourse,Alpharetta,GA,30005,34.1040407,-84.24027650000001,On Zayo Network,Fiber Only,Office - Multi Tenant,918.65," $32,047.60 ",32047.6,Bldg-132408
871,Bldg-132410,223.27,0.0,Atlanta,11360 Lakefield Dr,Duluth,GA,30097,34.060514399999995,-84.1691085,On Zayo Network,Fiber Only,Office - Multi Tenant,1037.36," $34,896.64 ",34896.64,Bldg-132410
872,Bldg-132411,126.63,0.0,Atlanta,3500 Corporate Way,Duluth,GA,30096,34.016225,-84.168901,On Zayo Network,Fiber Only,Office - Multi Tenant,579.5," $23,908.00 ",23908.0,Bldg-132411
873,Bldg-132417,126.63,0.0,Atlanta,3235 Satellite Blvd - Bldg 400,Duluth,GA,30096,33.963409999999996,-84.11899100000001,On Zayo Network,Fiber Only,Office - Multi Tenant,414.71," $22,441.30 ",22441.3,Bldg-132417
874,Bldg-132418,126.63,0.0,Atlanta,1856 Corporate Dr,Norcross,GA,30093,33.942102,-84.147537,On Zayo Network,Fiber Only,Office - Multi Tenant,519.24," $22,461.76 ",22461.76,Bldg-132418
875,Bldg-132432,223.23,0.0,Atlanta,1225 Kennestone Cir,Marietta,GA,30066,33.982555,-84.55502299999999,On Zayo Network,Fiber Only,Office - Multi Tenant,1163.51," $37,924.24 ",37924.24,Bldg-132432
876,Bldg-132468,219.66,0.0,Atlanta,1785 Corporate Dr,Norcross,GA,30093,33.940359,-84.144798,On Zayo Network,Fiber Only,Office - Multi Tenant,447.5," $23,425.00 ",23425.0,Bldg-132468
877,Bldg-132675,765.72,276.6,Dallas,1515 Round Table Dr,Dallas,TX,75247,32.837943,-96.878977,On Zayo Network,Fiber Only,Neutral Data Center,251.05," $27,063.00 ",27063.0,Bldg-132675
878,Bldg-133082,3018.28,322.7,Dallas,290 E John Carpenter Fwy,Irving,TX,75062,32.8631962,-96.9414799,On Zayo Network,Fiber Only,Office - Multi Tenant,794.66," $31,866.50 ",31866.5,Bldg-133082
879,Bldg-133144,932.75,0.0,Dallas,2600 Lou Menk Dr,Fort Worth,TX,76131,32.862573,-97.325896,On Zayo Network,Fiber Only,Office - Single Tenant,454.07," $39,244.20 ",39244.2,Bldg-133144
880,Bldg-133566,2720.6699999999996,138.3,Atlanta,12655 Edison Dr,Alpharetta,GA,30005,34.083975,-84.253701,On Zayo Network,Fiber Only,Neutral Data Center,45.02," $11,350.60 ",11350.6,Bldg-133566
881,Bldg-133709,7550.639999999999,55.32,Denver,8636 S Peoria St,Englewood,CO,80112,39.5590408,-104.83838359999999,On Zayo Network,Fiber Only,Neutral Data Center,89.57," $16,430.65 ",16430.65,Bldg-133709
882,Bldg-133895,3227.0,0.0,Denver,8400 E Crescent Pkwy,Englewood,CO,80111,39.6224585,-104.889195,On Zayo Network,Restricted,Office - Multi Tenant,252.44," $23,759.80 ",23759.8,Bldg-133895
883,Bldg-134080,224.62,0.0,Denver,8200 E Belleview Ave,Englewood,CO,80111,39.6166715,-104.8746508,On Zayo Network,Fiber Only,Clinic,2621.14," $91,034.20 ",91034.2,Bldg-134080
884,Bldg-135273,236.37,0.0,Dallas,8445 Freeport Pkwy,Irving,TX,75063,32.923665,-97.01948,On Zayo Network,Fiber Only,Office - Multi Tenant,303.3," $30,198.00 ",30198.0,Bldg-135273
885,Bldg-135464,258.28,0.0,Atlanta,33 Mansell Ct,Roswell,GA,30076,34.04085,-84.331858,On Zayo Network,Fiber Only,Office - Multi Tenant,715.21," $27,165.04 ",27165.04,Bldg-135464
886,Bldg-135753,4354.76,0.0,Dallas,7300 Parkwood Blvd,Plano,TX,75024,33.076952399999996,-96.8186914,On Zayo Network,On-Net,Carrier POP,3.48," $12,208.80 ",12208.8,Bldg-135753
887,Bldg-136936,2498.01,55.32,Dallas,850 E Collins Blvd,Richardson,TX,75081,32.967386600000005,-96.7129604,On Zayo Network,On-Net,Neutral Data Center,191.28," $23,476.80 ",23476.8,Bldg-136936
888,Bldg-137132,236.37,0.0,Dallas,16479 Dallas Pkwy,Addison,TX,75001,32.976872,-96.8261777,On Zayo Network,Fiber Only,Office - Multi Tenant,98.64," $17,918.40 ",17918.4,Bldg-137132
889,Bldg-137134,236.37,0.0,Dallas,4951 Airport Pkwy,Addison,TX,75001,32.966403,-96.82657900000001,On Zayo Network,Restricted,Office - Multi Tenant,842.32," $33,058.00 ",33058.0,Bldg-137134
890,Bldg-137135,236.37,0.0,Dallas,14800 Landmark Blvd,Dallas,TX,75254,32.94878,-96.82793199999999,On Zayo Network,Restricted,Office - Multi Tenant,1300.86," $44,521.50 ",44521.5,Bldg-137135
891,Bldg-137136,471.55,0.0,Dallas,14850 Quorum Dr,Dallas,TX,75254,32.949886,-96.825397,On Zayo Network,Fiber Only,Office - Multi Tenant,509.53," $24,738.25 ",24738.25,Bldg-137136
892,Bldg-137142,236.37,0.0,Dallas,1701 Gateway Blvd,Richardson,TX,75080,32.971762,-96.721878,On Zayo Network,Restricted,Office - Multi Tenant,65.05," $15,903.00 ",15903.0,Bldg-137142
893,Bldg-137319,261.85,0.0,Atlanta,444 Highland Ave NE,Atlanta,GA,30312,33.7614643,-84.37237370000001,On Zayo Network,Fiber Only,Hotel & Inn,1377.3," $43,055.20 ",43055.2,Bldg-137319
894,Bldg-137362,2550.41,0.0,Denver,120th & Huron,Westminster,CO,80234,39.9144281,-104.99697040000001,On Zayo Network,Fiber Only,Splice Point,35.81," $14,011.45 ",14011.45,Bldg-137362
895,Bldg-137677,10070.21,0.0,Dallas,6431 Longhorn Dr,Irving,TX,75063,32.8970767,-96.9829687,On Zayo Network,Fiber Only,Neutral Data Center,338.03," $32,281.80 ",32281.8,Bldg-137677
896,Bldg-137688,2647.26,0.0,Dallas,8550 Freeport Pkwy,Irving,TX,75063,32.9235799,-97.0151997,On Zayo Network,Fiber Only,Office - Multi Tenant,785.68," $31,642.00 ",31642.0,Bldg-137688
897,Bldg-137821,1678.69,0.0,Denver,14810 Grasslands Dr,Englewood,CO,80112,39.562332,-104.82681,On Zayo Network,Fiber Only,Carrier POP,312.63," $26,468.35 ",26468.35,Bldg-137821
898,Bldg-137824,4947.16,395.07,Atlanta,675 Ponce De Leon Ave NE,Atlanta,GA,30308,33.772251000000004,-84.36591899999999,On Zayo Network,On-Net,Office - Multi Tenant,442.59," $23,277.70 ",23277.7,Bldg-137824
899,Bldg-138000,1678.04,0.0,Atlanta,300 Riverside Pkwy SW,Lithia Springs,GA,30122,33.7478495,-84.5835364,On Zayo Network,On-Net,Splice Point,531.52," $22,756.48 ",22756.48,Bldg-138000
900,Bldg-138033,471.55,0.0,Dallas,5001 Spring Valley Rd,Dallas,TX,75244,32.940033,-96.82379300000001,On Zayo Network,Restricted,Office - Multi Tenant,360.16," $33,609.60 ",33609.6,Bldg-138033
901,Bldg-138034,1086.43,0.0,Dallas,1140 Empire Central Dr,Dallas,TX,75247,32.8247137,-96.8748818,On Zayo Network,Restricted,Office - Multi Tenant,161.79," $21,707.40 ",21707.4,Bldg-138034
902,Bldg-138308,447.2,0.0,Dallas,5710 Lyndon B Johnson Fwy,Dallas,TX,75240,32.924969899999994,-96.80952740000001,On Zayo Network,Fiber Only,Office - Multi Tenant,751.24," $30,781.00 ",30781.0,Bldg-138308
903,Bldg-138755,6254.96,0.0,Dallas,Viceroy Dr & N Stemmons Fwy,Dallas,TX,75247,32.831092,-96.874557,On Zayo Network,Fiber Only,Splice Point,47.67," $14,860.20 ",14860.2,Bldg-138755
904,Bldg-138846,3648.59,0.0,Denver,10047 Park Meadows Dr,Lone Tree,CO,80124,39.5531879,-104.8716249,On Zayo Network,Fiber Only,Cell Site,472.79," $33,675.55 ",33675.55,Bldg-138846
905,Bldg-138847,2431.16,0.0,Denver,10070 W 26th Ave,Denver,CO,80215,39.7552431,-105.11095309999999,On Zayo Network,Restricted,Cell Site,258.6," $24,037.00 ",24037.0,Bldg-138847
906,Bldg-138848,2085.42,0.0,Denver,1008 Corona St,Denver,CO,80218,39.732298799999995,-104.97373859999999,On Zayo Network,Restricted,Cell Site,58.14," $15,016.30 ",15016.3,Bldg-138848
907,Bldg-138850,1042.71,0.0,Denver,101 University Blvd,Denver,CO,80206,39.7188552,-104.95992240000001,On Zayo Network,Restricted,Cell Site,871.16," $38,534.80 ",38534.8,Bldg-138850
908,Bldg-138851,4066.94,0.0,Denver,10268 W Centennial Rd,Littleton,CO,80127,39.5665622,-105.11099479999999,On Zayo Network,Fiber Only,Cell Site,2070.91," $74,527.30 ",74527.3,Bldg-138851
909,Bldg-138852,1042.71,0.0,Denver,1033 E Buchtel Blvd,Denver,CO,80210,39.69004879999999,-104.97493940000001,On Zayo Network,Restricted,Cell Site,1091.16," $45,134.80 ",45134.8,Bldg-138852
910,Bldg-138853,1215.58,0.0,Denver,1056 E 19th Ave,Denver,CO,80218,39.7467539,-104.97413770000001,On Zayo Network,Restricted,Cell Site,285.46," $25,245.70 ",25245.7,Bldg-138853
911,Bldg-138857,3154.86,0.0,Denver,1098 Fairplay St,Aurora,CO,80011,39.69685429999999,-104.8135686,On Zayo Network,Restricted,Cell Site,37.95," $14,107.75 ",14107.75,Bldg-138857
912,Bldg-138859,3463.7999999999997,0.0,Denver,11400 Canterberry Pkwy,Parker,CO,80138,39.509711700000004,-104.72288520000001,On Zayo Network,On-Net,Cell Site,12510.67," $387,720.10 ",387720.1,Bldg-138859
913,Bldg-138861,2104.62,0.0,Denver,1156 W 7th Ave,Denver,CO,80204,39.7418801,-105.01735430000001,On Zayo Network,Restricted,Cell Site,18.39," $13,227.55 ",13227.55,Bldg-138861
914,Bldg-138862,6993.52,0.0,Denver,11898 CR 158,Parker,CO,80134,39.433719399999994,-104.6597938,On Zayo Network,On-Net,Cell Site,43354.89," $1,313,046.70 ",1313046.7,Bldg-138862
915,Bldg-138863,2060.75,0.0,Denver,11975 E 40th Ave,Denver,CO,80239,39.7735662,-104.84966120000001,On Zayo Network,Restricted,Cell Site,142.72," $18,822.40 ",18822.4,Bldg-138863
916,Bldg-138867,3256.35,0.0,Denver,12455 E Mississippi Ave,Aurora,CO,80012,39.6983331,-104.84429859999999,On Zayo Network,Fiber Only,Cell Site,2102.91," $75,487.30 ",75487.3,Bldg-138867
917,Bldg-138868,2162.24,0.0,Denver,12706 E Montview Blvd,Aurora,CO,80010,39.746766,-104.83910709999999,On Zayo Network,Restricted,Cell Site,3476.55," $116,696.50 ",116696.5,Bldg-138868
918,Bldg-138869,2834.54,0.0,Denver,12790 W Alameda Pkwy,Denver,CO,80228,39.701713899999994,-105.1390719,On Zayo Network,On-Net,Cell Site,3535.05," $118,451.50 ",118451.5,Bldg-138869
919,Bldg-138871,2280.96,0.0,Denver,1301 Wazee St,Denver,CO,80204,39.7491932,-105.0032132,On Zayo Network,Restricted,Cell Site,585.71," $29,971.30 ",29971.3,Bldg-138871
920,Bldg-138872,1081.12,0.0,Denver,13100 Lincoln Ave,Parker,CO,80134,39.536032899999995,-104.83486690000001,On Zayo Network,Fiber Only,Cell Site,201.85," $21,483.25 ",21483.25,Bldg-138872
921,Bldg-138873,1215.58,0.0,Denver,13100 W 43rd Dr,Golden,CO,80403,39.7764942,-105.1470017,On Zayo Network,On-Net,Cell Site,544.57," $28,737.10 ",28737.1,Bldg-138873
922,Bldg-138874,1081.12,0.0,Denver,13642 E Colfax Ave,Aurora,CO,80011,39.739098,-104.83024609999998,On Zayo Network,Restricted,Cell Site,518.32," $27,949.60 ",27949.6,Bldg-138874
923,Bldg-138876,1215.58,0.0,Denver,1385 W 88th Ave,Denver,CO,80260,39.857307299999995,-105.00404569999999,On Zayo Network,Fiber Only,Cell Site,3069.65," $104,489.50 ",104489.5,Bldg-138876
924,Bldg-138878,2085.42,0.0,Denver,1405 Race St,Denver,CO,80206,39.738601,-104.964124,On Zayo Network,Restricted,Cell Site,645.76," $31,772.80 ",31772.8,Bldg-138878
925,Bldg-138879,2192.13,0.0,Denver,14305 E Alameda Ave,Aurora,CO,80012,39.711760999999996,-104.8210248,On Zayo Network,Fiber Only,Cell Site,1841.16," $67,634.80 ",67634.8,Bldg-138879
926,Bldg-138880,1494.03,0.0,Denver,1433 17th St,Denver,CO,80202,39.75143129999999,-104.9975807,On Zayo Network,Restricted,Cell Site,118.6," $17,737.00 ",17737.0,Bldg-138880
927,Bldg-138881,3830.98,0.0,Denver,14500 W Hampden Ave,Morrison,CO,80465,39.6450657,-105.16271029999999,On Zayo Network,Fiber Only,Cell Site,12625.75," $391,172.50 ",391172.5,Bldg-138881
928,Bldg-138882,4229.679999999999,0.0,Denver,1460 Town Center Dr,Highlands Ranch,CO,80129,39.550868200000004,-105.00667630000001,On Zayo Network,Restricted,Cell Site,134.33," $18,444.85 ",18444.85,Bldg-138882
929,Bldg-138883,2930.58,0.0,Denver,1461 Logan St,Denver,CO,80203,39.7396046,-104.98283789999999,On Zayo Network,Restricted,Cell Site,950.38," $40,911.40 ",40911.4,Bldg-138883
930,Bldg-138886,845.16,0.0,Denver,15200 E Girard Ave,Aurora,CO,80014,39.654484100000005,-104.81137790000001,On Zayo Network,Fiber Only,Cell Site,1312.71," $51,781.30 ",51781.3,Bldg-138886
931,Bldg-138888,1215.58,0.0,Denver,1545 Robb St,Denver,CO,80215,39.7409549,-105.12641699999999,On Zayo Network,Restricted,Cell Site,2322.56," $82,076.80 ",82076.8,Bldg-138888
932,Bldg-138889,1721.08,0.0,Denver,15559 E 19th Ave,Aurora,CO,80014,39.746922399999995,-104.8072167,On Zayo Network,Restricted,Cell Site,142.87," $18,829.15 ",18829.15,Bldg-138889
933,Bldg-138891,1042.71,0.0,Denver,1580 E Virginia Ave,Denver,CO,80123,39.707218100000006,-104.96902720000001,On Zayo Network,Restricted,Cell Site,3282.9," $110,887.00 ",110887.0,Bldg-138891
934,Bldg-138893,7767.26,0.0,Denver,1595 S Acoma St,Denver,CO,80223,39.6887525,-104.9893961,On Zayo Network,Restricted,Cell Site,16.49," $13,142.05 ",13142.05,Bldg-138893
935,Bldg-138895,2149.11,0.0,Denver,1653 S Harvest Rd,Aurora,CO,80013,39.686135,-104.697781,On Zayo Network,Restricted,Cell Site,6447.58," $205,827.40 ",205827.4,Bldg-138895
936,Bldg-138897,2175.23,0.0,Denver,16850 E Mississippi Ave,Aurora,CO,80017,39.6952755,-104.79259040000001,On Zayo Network,Fiber Only,Cell Site,479.12," $33,960.40 ",33960.4,Bldg-138897
937,Bldg-138898,4059.2000000000003,0.0,Denver,1700 Grove St,Denver,CO,80204,39.7441127,-105.02658159999999,On Zayo Network,Restricted,Cell Site,31.48," $13,816.60 ",13816.6,Bldg-138898
938,Bldg-138899,1081.12,0.0,Denver,17031 Lincoln Ave,Parker,CO,80134,39.535852500000004,-104.7900687,On Zayo Network,Fiber Only,Cell Site,519.54," $27,986.20 ",27986.2,Bldg-138899
939,Bldg-138900,1926.2799999999997,0.0,Denver,1747 Peoria St,Aurora,CO,80010,39.744631899999995,-104.847349,On Zayo Network,Restricted,Cell Site,2391.37," $84,141.10 ",84141.1,Bldg-138900
940,Bldg-138904,1042.71,0.0,Denver,1824 Lincoln St,Denver,CO,80203,39.7453893,-104.9855857,On Zayo Network,Restricted,Cell Site,192.73," $21,072.85 ",21072.85,Bldg-138904
941,Bldg-138905,1042.71,0.0,Denver,1861 S University Blvd,Denver,CO,80210,39.6826011,-104.95970600000001,On Zayo Network,Restricted,Cell Site,2545.17," $88,755.10 ",88755.1,Bldg-138905
942,Bldg-138908,2661.2799999999997,0.0,Denver,2000 Clay St,Denver,CO,80211,39.748031,-105.01996409999998,On Zayo Network,Restricted,Cell Site,124.8," $18,016.00 ",18016.0,Bldg-138908
943,Bldg-138910,2899.84,0.0,Denver,20150 Sky Ranch Rd,Aurora,CO,80011,39.7560131,-104.750063,On Zayo Network,Fiber Only,Cell Site,962.29," $41,268.70 ",41268.7,Bldg-138910
944,Bldg-138911,1042.71,0.0,Denver,2031 Curtis St,Denver,CO,80205,39.7516475,-104.989651,On Zayo Network,Restricted,Cell Site,251.29," $23,708.05 ",23708.05,Bldg-138911
945,Bldg-138912,2989.66,0.0,Denver,204 Summer St,Morrison,CO,80465,39.651199299999995,-105.1909355,On Zayo Network,On-Net,Cell Site,20626.85," $631,205.50 ",631205.5,Bldg-138912
946,Bldg-138914,1081.12,0.0,Denver,2111 S Trenton Way,Denver,CO,80231,39.6782973,-104.89661059999999,On Zayo Network,Restricted,Cell Site,3345.42," $112,762.60 ",112762.6,Bldg-138914
947,Bldg-138915,3283.24,0.0,Denver,2220 S Chambers Rd,Aurora,CO,80014,39.6761999,-104.8082183,On Zayo Network,Fiber Only,Cell Site,5447.93," $175,837.90 ",175837.9,Bldg-138915
948,Bldg-138919,4205.24,0.0,Denver,23 Inverness Way E,Englewood,CO,80112,39.5663773,-104.8599793,On Zayo Network,Fiber Only,Cell Site,241.58," $23,271.10 ",23271.1,Bldg-138919
949,Bldg-138921,1042.71,0.0,Denver,2420 17th St,Denver,CO,80202,39.758447,-105.007549,On Zayo Network,Restricted,Office - Multi Tenant,144.38," $18,897.10 ",18897.1,Bldg-138921
950,Bldg-138922,1215.58,0.0,Denver,2424 Delgany St,Denver,CO,80216,39.759908,-104.9917324,On Zayo Network,Restricted,Cell Site,318.56," $26,735.20 ",26735.2,Bldg-138922
951,Bldg-138923,1341.64,0.0,Denver,25511 E Smoky Hill Rd,Aurora,CO,80016,39.5912541,-104.68917420000001,On Zayo Network,Restricted,Cell Site,1146.89," $46,806.70 ",46806.7,Bldg-138923
952,Bldg-138926,4681.450000000001,0.0,Denver,2700 W 17th Ave,Denver,CO,80204,39.742924,-105.018454,On Zayo Network,Restricted,Cell Site,370.79," $29,085.55 ",29085.55,Bldg-138926
953,Bldg-138927,1926.29,0.0,Denver,2850 S Federal Blvd,Denver,CO,80236,39.66455,-105.02457199999999,On Zayo Network,Restricted,Cell Site,128.32," $18,174.40 ",18174.4,Bldg-138927
954,Bldg-138928,2365.85,0.0,Denver,2950 W 38th Ave,Denver,CO,80211,39.7686418,-105.02445949999999,On Zayo Network,Restricted,Cell Site,491.39," $34,512.55 ",34512.55,Bldg-138928
955,Bldg-138929,1081.12,0.0,Denver,2983 W Evans Ave,Denver,CO,80219,39.6792629,-105.0241635,On Zayo Network,Restricted,Cell Site,207.01," $21,715.45 ",21715.45,Bldg-138929
956,Bldg-138931,845.16,0.0,Denver,300 E Hampden Ave,Englewood,CO,80113,39.6529181,-104.9837104,On Zayo Network,On-Net,Cell Site,776.78," $35,703.40 ",35703.4,Bldg-138931
957,Bldg-138933,2459.51,0.0,Denver,3051 S Rooney Rd,Morrison,CO,80465,39.663006,-105.1860253,On Zayo Network,Fiber Only,Cell Site,102.18," $16,998.10 ",16998.1,Bldg-138933
958,Bldg-138936,6261.2300000000005,0.0,Denver,3101 Marion St,Denver,CO,80205,39.7609471,-104.9723895,On Zayo Network,Restricted,Cell Site,401.9," $30,485.50 ",30485.5,Bldg-138936
959,Bldg-138937,1215.58,0.0,Denver,3131 Zuni St,Denver,CO,80211,39.7614874,-105.016411,On Zayo Network,Restricted,Cell Site,147.67," $19,045.15 ",19045.15,Bldg-138937
960,Bldg-138940,2968.99,0.0,Denver,3201 W Arizona Ave,Denver,CO,80219,39.695932899999995,-105.0286107,On Zayo Network,Restricted,High School,1021.35," $43,040.50 ",43040.5,Bldg-138940
961,Bldg-138941,2162.24,0.0,Denver,3250 S Platte River Dr,Englewood,CO,80110,39.65682,-105.0018452,On Zayo Network,Fiber Only,Cell Site,1059.78," $44,193.40 ",44193.4,Bldg-138941
962,Bldg-138942,1215.58,0.0,Denver,333 S Allison Pkwy,Lakewood,CO,80226,39.710412,-105.08663770000001,On Zayo Network,Restricted,Cell Site,1509.98," $57,699.40 ",57699.4,Bldg-138942
963,Bldg-138945,2123.83,0.0,Denver,3415 W Alameda Ave,Denver,CO,80219,39.7114653,-105.0317061,On Zayo Network,Restricted,Cell Site,721.98," $34,059.40 ",34059.4,Bldg-138945
964,Bldg-138946,5303.1900000000005,0.0,Denver,34291 County Rd 13,Elizabeth,CO,80107,39.3652826,-104.607488,On Zayo Network,Fiber Only,Cell Site,71874.88," $2,168,646.40 ",2168646.4,Bldg-138946
965,Bldg-138947,3131.74,0.0,Denver,345 W 62nd Ave,Denver,CO,80216,39.8101099,-104.9920683,On Zayo Network,Restricted,Office - Multi Tenant,341.08," $27,748.60 ",27748.6,Bldg-138947
966,Bldg-138948,3134.7999999999997,0.0,Denver,365 S Quebec St,Denver,CO,80247,39.7107564,-104.90395690000001,On Zayo Network,Restricted,Cell Site,137.65," $18,594.25 ",18594.25,Bldg-138948
967,Bldg-138950,845.16,0.0,Denver,3782 Wolff St,Denver,CO,80212,39.7688969,-105.04866809999999,On Zayo Network,Restricted,Cell Site,1021.34," $43,040.20 ",43040.2,Bldg-138950
968,Bldg-138951,1081.12,0.0,Denver,3801 Martin Luther King Blvd,Denver,CO,80205,39.763603499999995,-104.9414291,On Zayo Network,Restricted,Cell Site,491.05," $34,497.25 ",34497.25,Bldg-138951
969,Bldg-138956,1081.12,0.0,Denver,3995 E Dry Creek Rd,Centennial,CO,80111,39.5808365,-104.9421793,On Zayo Network,Fiber Only,Cell Site,63.38," $15,252.10 ",15252.1,Bldg-138956
970,Bldg-138957,1081.12,0.0,Denver,3996 Red Cedar Dr,Littleton,CO,80126,39.525687299999994,-104.93923740000001,On Zayo Network,Fiber Only,Cell Site,6164.16," $197,324.80 ",197324.8,Bldg-138957
971,Bldg-138959,1042.71,0.0,Denver,4105 E Florida Ave,Denver,CO,80222,39.68998679999999,-104.93916010000001,On Zayo Network,Restricted,Cell Site,225.48," $22,546.60 ",22546.6,Bldg-138959
972,Bldg-138961,2162.24,0.0,Denver,4313 Delaware St,Denver,CO,80216,39.7757848,-104.9928459,On Zayo Network,Restricted,Cell Site,2147.97," $76,839.10 ",76839.1,Bldg-138961
973,Bldg-138962,2175.23,0.0,Denver,4343 S Flanders St,Aurora,CO,80015,39.636985700000004,-104.7595693,On Zayo Network,Fiber Only,Cell Site,6612.99," $210,789.70 ",210789.7,Bldg-138962
974,Bldg-138963,1067.99,0.0,Denver,4343 S Parker Rd,Aurora,CO,80015,39.6377561,-104.82983990000001,On Zayo Network,Restricted,Cell Site,200.8," $21,436.00 ",21436.0,Bldg-138963
975,Bldg-138964,1734.21,0.0,Denver,4350 S Federal Blvd,Englewood,CO,80110,39.63680720000001,-105.0242496,On Zayo Network,Restricted,Cell Site,356.12," $28,425.40 ",28425.4,Bldg-138964
976,Bldg-138965,1042.71,0.0,Denver,4403 S Tamarac Pkwy,Denver,CO,80237,39.6371302,-104.8951605,On Zayo Network,Restricted,Cell Site,1468.64," $56,459.20 ",56459.2,Bldg-138965
977,Bldg-138966,4073.86,0.0,Denver,4525 N US Hwy 85,Castle Rock,CO,80104,39.428574299999994,-104.9133946,On Zayo Network,On-Net,Cell Site,33751.66," $1,024,949.80 ",1024949.8,Bldg-138966
978,Bldg-138967,2296.7,0.0,Denver,4560 Wynkoop St,Denver,CO,80216,39.7785428,-104.96888440000001,On Zayo Network,Restricted,Cell Site,167.26," $19,926.70 ",19926.7,Bldg-138967
979,Bldg-138976,2431.16,0.0,Denver,4950 S Kipling Pkwy,Littleton,CO,80127,39.626132,-105.1087395,On Zayo Network,Fiber Only,Cell Site,742.8," $34,684.00 ",34684.0,Bldg-138976
980,Bldg-138977,2210.57,0.0,Denver,4951 Kipling St,Wheat Ridge,CO,80033,39.786192299999996,-105.11181429999999,On Zayo Network,Restricted,Cell Site,573.2," $29,596.00 ",29596.0,Bldg-138977
981,Bldg-138980,1042.71,0.0,Denver,50 S Colorado Blvd,Denver,CO,80246,39.7150099,-104.9403777,On Zayo Network,Fiber Only,Cell Site,671.49," $32,544.70 ",32544.7,Bldg-138980
982,Bldg-138982,3808.71,0.0,Denver,5045 Broadway,Denver,CO,80216,39.7881018,-104.9879408,On Zayo Network,Restricted,Cell Site,1444.81," $55,744.30 ",55744.3,Bldg-138982
983,Bldg-138983,1067.99,0.0,Denver,5050 S Broadway,Englewood,CO,80113,39.6248555,-104.9872267,On Zayo Network,Restricted,Cell Site,236.06," $23,022.70 ",23022.7,Bldg-138983
984,Bldg-138985,845.16,0.0,Denver,5151 W Colfax Ave,Denver,CO,80204,39.740994,-105.0529925,On Zayo Network,Restricted,Cell Site,902.07," $39,462.10 ",39462.1,Bldg-138985
985,Bldg-138986,1081.12,0.0,Denver,5255 W Warren Ave,Denver,CO,80227,39.676301099999996,-105.0541906,On Zayo Network,Restricted,Cell Site,3128.56," $106,256.80 ",106256.8,Bldg-138986
986,Bldg-138989,3307.0699999999997,0.0,Denver,5501 Peoria St,Denver,CO,80239,39.796964,-104.849502,On Zayo Network,Restricted,Cell Site,4185.16," $137,954.80 ",137954.8,Bldg-138989
987,Bldg-138994,1081.12,0.0,Denver,5701 S University Blvd,Greenwood Village,CO,80121,39.6149671,-104.96053470000001,On Zayo Network,Fiber Only,Cell Site,1945.73," $70,771.90 ",70771.9,Bldg-138994
988,Bldg-138995,1602.06,55.32,Denver,5775 DTC Blvd,Greenwood Village,CO,80111,39.6113533,-104.8870369,On Zayo Network,Restricted,Cell Site,545.32," $28,759.60 ",28759.6,Bldg-138995
989,Bldg-138996,2431.16,0.0,Denver,5895A W 56th Ave,Arvada,CO,80002,39.799580299999995,-105.0612716,On Zayo Network,Restricted,Cell Site,2353.14," $82,994.20 ",82994.2,Bldg-138996
990,Bldg-138997,2162.24,0.0,Denver,5895 W 6th Ave,Denver,CO,80214,39.726908,-105.0614835,On Zayo Network,Restricted,Cell Site,1558.2," $59,146.00 ",59146.0,Bldg-138997
991,Bldg-138999,1042.71,0.0,Denver,5955 E 10th Ave,Denver,CO,80220,39.73188029999999,-104.91900279999999,On Zayo Network,Restricted,Cell Site,1770.2," $65,506.00 ",65506.0,Bldg-138999
